kind,record_id,repo_id,status,usable,labeled_focal_method,labeled_focal_signature,top1_pred_name,top1_pred_signature,top1_score,top1_identifier_correct,top3_identifier_correct,top1_signature_correct,top3_signature_correct,top1_primary_correct,top3_primary_correct,ground_truth_rank_identifier,failure_mode,mapping_output_path,n_records,n_signature_records,top1_identifier_accuracy,top3_identifier_accuracy,top1_signature_accuracy,top3_signature_accuracy,top1_primary_accuracy,top3_primary_accuracy
record,c2t_43538f7ed3bd4eec2d17,42949039,error,True,getTag,"@RequestMapping(value = TAGS_URI_PREFIX + ""/tagTypes/{tagTypeCode}/tagCodes/{tagCode}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_TAGS_GET) public Tag getTag(@PathVariable(""tagTypeCode"") String tagTypeCode, @PathVariable(""tagCode"") String tagCode)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_832d507a3f9f8587fd4a,42949039,error,True,getTags,"@RequestMapping(value = TAGS_URI_PREFIX + ""/tagTypes/{tagTypeCode}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_TAGS_ALL_GET) public TagListResponse getTags(@PathVariable(""tagTypeCode"") String tagTypeCode, @RequestParam(value = ""tagCode"", required = false) String tagCode)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_231a7d3cfc1af0b58a70,42949039,error,True,searchTags,"@RequestMapping(value = TAGS_URI_PREFIX + ""/search"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_TAGS_SEARCH_POST) public TagSearchResponse searchTags(@RequestBody TagSearchRequest request,
        @RequestParam(value = ""fields"", required = false, defaultValue = """") Set<String> fields)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4a6456db60c5d0383d2d,42949039,error,True,updateTag,"@RequestMapping(value = TAGS_URI_PREFIX + ""/tagTypes/{tagTypeCode}/tagCodes/{tagCode}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_TAGS_PUT) public Tag updateTag(@PathVariable(""tagTypeCode"") String tagTypeCode, @PathVariable(""tagCode"") String tagCode,
        @RequestBody TagUpdateRequest tagUpdateRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_2a2d1cfba71726cd9271,42949039,error,True,getSubjectMatterExpert,"@RequestMapping(value = SUBJECT_MATTER_EXPERTS_URI_PREFIX + ""/{userId}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_SUBJECT_MATTER_EXPERTS_GET) public SubjectMatterExpert getSubjectMatterExpert(@PathVariable(""userId"") String userId)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_91a519d40bab69b32b08,42949039,error,True,checkCsvInjection,"public static void checkCsvInjection(String text, String errorMessage)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_824046b1e22efa5d911d,42949039,error,True,createAttributeValueList,"@RequestMapping(value = ATTRIBUTE_VALUE_LIST_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_ATTRIBUTE_VALUE_LISTS_POST) public AttributeValueList createAttributeValueList(@RequestBody AttributeValueListCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_acfde2fb6604e9cc8f96,42949039,error,True,deleteAttributeValueList,"@RequestMapping(value = ATTRIBUTE_VALUE_LIST_URI_PREFIX + ""/namespaces/{namespace}/attributeValueListNames/{attributeValueListName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_ATTRIBUTE_VALUE_LISTS_DELETE) public AttributeValueList deleteAttributeValueList(@PathVariable(""namespace"") String namespace,
        @PathVariable(""attributeValueListName"") String attributeValueListName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9fdfcc29c928656854a4,42949039,error,True,getAttributeValueList,"@RequestMapping(value = ATTRIBUTE_VALUE_LIST_URI_PREFIX + ""/namespaces/{namespace}/attributeValueListNames/{attributeValueListName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_ATTRIBUTE_VALUE_LISTS_GET) public AttributeValueList getAttributeValueList(@PathVariable(""namespace"") String namespace,
        @PathVariable(""attributeValueListName"") String attributeValueListName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6ee1bb5b59c709bf5610,42949039,error,True,getAttributeValueLists,"@RequestMapping(value = ATTRIBUTE_VALUE_LIST_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_ATTRIBUTE_VALUE_LISTS_ALL_GET) public AttributeValueListKeys getAttributeValueLists()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_29a150d58feb566d670f,42949039,error,True,createJobDefinition,"@RequestMapping(value = ""/jobDefinitions"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_JOB_DEFINITIONS_POST) public JobDefinition createJobDefinition(@RequestBody JobDefinitionCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_415784c4098ac0e9eee5,42949039,error,True,getJobDefinition,"@RequestMapping(value = ""/jobDefinitions/namespaces/{namespace}/jobNames/{jobName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_JOB_DEFINITIONS_GET) public JobDefinition getJobDefinition(@PathVariable(""namespace"") String namespace, @PathVariable(""jobName"") String jobName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_3800a105a90e652974e4,42949039,error,True,updateJobDefinition,"@RequestMapping(value = ""/jobDefinitions/namespaces/{namespace}/jobNames/{jobName}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_JOB_DEFINITIONS_PUT) public JobDefinition updateJobDefinition(@PathVariable(""namespace"") String namespace, @PathVariable(""jobName"") String jobName,
        @RequestBody JobDefinitionUpdateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_890065ddeadc275e0488,42949039,error,True,createSecurityFunction,"@RequestMapping(value = SECURITY_FUNCTIONS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_SECURITY_FUNCTIONS_POST) public SecurityFunction createSecurityFunction(@RequestBody SecurityFunctionCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5ea683d927158ab81d09,42949039,error,True,deleteSecurityFunction,"@RequestMapping(value = SECURITY_FUNCTIONS_URI_PREFIX + ""/{securityFunctionName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_SECURITY_FUNCTIONS_DELETE) public SecurityFunction deleteSecurityFunction(@PathVariable(""securityFunctionName"") String securityFunctionName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_4385bef15c8ad205598c,42949039,error,True,getSecurityFunction,"@RequestMapping(value = SECURITY_FUNCTIONS_URI_PREFIX + ""/{securityFunctionName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_SECURITY_FUNCTIONS_GET) public SecurityFunction getSecurityFunction(@PathVariable(""securityFunctionName"") String securityFunctionName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_1f446bab1dd6d02ca0d7,42949039,error,True,checkCsvInjection,"public static void checkCsvInjection(String text, String errorMessage)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b99e4c770d0ae750f1a8,42949039,error,True,getSecurityFunctions,"@RequestMapping(value = SECURITY_FUNCTIONS_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_SECURITY_FUNCTIONS_ALL_GET) public SecurityFunctionKeys getSecurityFunctions()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_db3019b30f805cdd46e4,42949039,error,True,createJob,"@RequestMapping(value = ""/jobs"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_JOBS_POST) public Job createJob(@RequestBody JobCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_59560f33692a9024599f,42949039,error,True,deleteJob,"@RequestMapping(value = ""/jobs/ids/{id}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_JOBS_DELETE) public Job deleteJob(@PathVariable(""id"") String id, @RequestBody JobDeleteRequest jobDeleteRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_11cbe9006af3072fc1c8,42949039,error,True,getJob,"@RequestMapping(value = ""/jobs/ids/{id}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_JOBS_GET_BY_ID) public Job getJob(@PathVariable(""id"") String id, @RequestParam(value = ""verbose"", required = false, defaultValue = ""false"") Boolean verbose)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_3d478a743e662307e05f,42949039,error,True,getJobs,"@RequestMapping(value = ""/jobs"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_JOBS_GET) public JobSummaries getJobs(@RequestParam(value = ""namespace"", required = false) String namespace,
        @RequestParam(value = ""jobName"", required = false) String jobName, @RequestParam(value = ""status"", required = false) JobStatusEnum status,
        @RequestParam(value = ""startTime"", required = false) String startTime, @RequestParam(value = ""endTime"", required = false) String endTime)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b3bf3bf851e516bda3f8,42949039,error,True,getJobs,"@RequestMapping(value = ""/jobs"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_JOBS_GET) public JobSummaries getJobs(@RequestParam(value = ""namespace"", required = false) String namespace,
        @RequestParam(value = ""jobName"", required = false) String jobName, @RequestParam(value = ""status"", required = false) JobStatusEnum status,
        @RequestParam(value = ""startTime"", required = false) String startTime, @RequestParam(value = ""endTime"", required = false) String endTime)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_aeeb3cd2fbe6c338a489,42949039,error,True,getJobs,"@RequestMapping(value = ""/jobs"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_JOBS_GET) public JobSummaries getJobs(@RequestParam(value = ""namespace"", required = false) String namespace,
        @RequestParam(value = ""jobName"", required = false) String jobName, @RequestParam(value = ""status"", required = false) JobStatusEnum status,
        @RequestParam(value = ""startTime"", required = false) String startTime, @RequestParam(value = ""endTime"", required = false) String endTime)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_7af380c5b73ca839406a,42949039,error,True,getJobs,"@RequestMapping(value = ""/jobs"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_JOBS_GET) public JobSummaries getJobs(@RequestParam(value = ""namespace"", required = false) String namespace,
        @RequestParam(value = ""jobName"", required = false) String jobName, @RequestParam(value = ""status"", required = false) JobStatusEnum status,
        @RequestParam(value = ""startTime"", required = false) String startTime, @RequestParam(value = ""endTime"", required = false) String endTime)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_0135b348cc544163f768,42949039,error,True,signalJob,"@RequestMapping(value = ""/jobs/signal"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_JOBS_SIGNAL_POST) public Job signalJob(@RequestBody JobSignalRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f3b042fd790c1ac300a2,42949039,error,True,updateJob,"@RequestMapping(value = ""/jobs/ids/{id}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_JOBS_PUT) public Job updateJob(@PathVariable(""id"") String id, @RequestBody JobUpdateRequest jobUpdateRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_c5656926c48c0cce418f,42949039,error,True,convertStringToInteger,"public static Integer convertStringToInteger(final String stringValue, final Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_cdc36a77f1a48af3c750,42949039,error,True,createTagType,"@RequestMapping(value = TAG_TYPES_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_TAG_TYPES_POST) public TagType createTagType(@RequestBody TagTypeCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f3787786ee59db31420b,42949039,error,True,deleteTagType,"@RequestMapping(value = TAG_TYPES_URI_PREFIX + ""/{tagTypeCode}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_TAG_TYPES_DELETE) public TagType deleteTagType(@PathVariable(""tagTypeCode"") String tagTypeCode)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_86c6f66fa7b28100e8a1,42949039,error,True,getTagType,"@RequestMapping(value = TAG_TYPES_URI_PREFIX + ""/{tagTypeCode}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_TAG_TYPES_GET) public TagType getTagType(@PathVariable(""tagTypeCode"") String tagTypeCode)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e345648f2619757f1966,42949039,error,True,getTagTypes,"@RequestMapping(value = TAG_TYPES_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_TAG_TYPES_ALL_GET) public TagTypeKeys getTagTypes()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_9f08bcb65d519ec2d555,42949039,error,True,searchTagTypes,"@RequestMapping(value = TAG_TYPES_URI_PREFIX + ""/search"", method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_TAG_TYPES_SEARCH_POST) public TagTypeSearchResponse searchTagTypes(@RequestBody TagTypeSearchRequest request,
        @RequestParam(value = ""fields"", required = false, defaultValue = """") Set<String> fields)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_62efcdcfb7ff8328e0c5,42949039,error,True,updateTagType,"@RequestMapping(value = TAG_TYPES_URI_PREFIX + ""/{tagTypeCode}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_TAG_TYPES_PUT) public TagType updateTagType(@PathVariable(""tagTypeCode"") String tagTypeCode, @RequestBody TagTypeUpdateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_358e6c14123a86f983a0,42949039,error,True,afterPropertiesSet,@Override public void afterPropertiesSet(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_495d7ec6abb40379b1ce,42949039,error,True,createUserNamespaceAuthorization,"@RequestMapping(value = USER_NAMESPACE_AUTHORIZATIONS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_USER_NAMESPACE_AUTHORIZATIONS_POST) public UserNamespaceAuthorization createUserNamespaceAuthorization(@RequestBody UserNamespaceAuthorizationCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f726e63834d1fb9909e0,42949039,error,True,deleteUserNamespaceAuthorization,"@RequestMapping(value = USER_NAMESPACE_AUTHORIZATIONS_URI_PREFIX + ""/userIds/{userId}/namespaces/{namespace}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_USER_NAMESPACE_AUTHORIZATIONS_DELETE) public UserNamespaceAuthorization deleteUserNamespaceAuthorization(@PathVariable(""userId"") String userId, @PathVariable(""namespace"") String namespace)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_33e624b0584b5949b673,42949039,error,True,getUserNamespaceAuthorization,"@RequestMapping(value = USER_NAMESPACE_AUTHORIZATIONS_URI_PREFIX + ""/userIds/{userId}/namespaces/{namespace}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_USER_NAMESPACE_AUTHORIZATIONS_GET) public UserNamespaceAuthorization getUserNamespaceAuthorization(@PathVariable(""userId"") String userId, @PathVariable(""namespace"") String namespace)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_229f0a21023f4a606f31,42949039,error,True,getExampleXml,public String getExampleXml(),,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a2bed17f08c765c116ff,42949039,error,True,convertStringToInteger,"public static Integer convertStringToInteger(final String stringValue, final Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a97086de0805c294150e,42949039,error,True,getUserNamespaceAuthorizationsByNamespace,"@RequestMapping(value = USER_NAMESPACE_AUTHORIZATIONS_URI_PREFIX + ""/namespaces/{namespace}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_USER_NAMESPACE_AUTHORIZATIONS_BY_NAMESPACE_GET) public UserNamespaceAuthorizations getUserNamespaceAuthorizationsByNamespace(@PathVariable(""namespace"") String namespace)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_296748331e8cf876c5a7,42949039,error,True,getUserNamespaceAuthorizationsByUserId,"@RequestMapping(value = USER_NAMESPACE_AUTHORIZATIONS_URI_PREFIX + ""/userIds/{userId}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_USER_NAMESPACE_AUTHORIZATIONS_BY_USERID_GET) public UserNamespaceAuthorizations getUserNamespaceAuthorizationsByUserId(@PathVariable(""userId"") String userId)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_b6c13c22ad3e99706de5,42949039,error,True,updateUserNamespaceAuthorization,"@RequestMapping(value = USER_NAMESPACE_AUTHORIZATIONS_URI_PREFIX + ""/userIds/{userId}/namespaces/{namespace}"", method = RequestMethod.PUT, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_USER_NAMESPACE_AUTHORIZATIONS_PUT) public UserNamespaceAuthorization updateUserNamespaceAuthorization(@PathVariable(""userId"") String userId, @PathVariable(""namespace"") String namespace,
        @RequestBody UserNamespaceAuthorizationUpdateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_74276c0c4322e2075f17,42949039,error,True,createSearchIndex,"@RequestMapping(value = SEARCH_INDEXES_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_SEARCH_INDEXES_POST) public SearchIndex createSearchIndex(@RequestBody SearchIndexCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_88b378e26ab58a1b3619,42949039,error,True,deleteSearchIndex,"@RequestMapping(value = SEARCH_INDEXES_URI_PREFIX + ""/{searchIndexName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_SEARCH_INDEXES_DELETE) public SearchIndex deleteSearchIndex(@PathVariable(""searchIndexName"") String searchIndexName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_981742622f99cd61b745,42949039,error,True,getSearchIndex,"@RequestMapping(value = SEARCH_INDEXES_URI_PREFIX + ""/{searchIndexName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_SEARCH_INDEXES_GET) public SearchIndex getSearchIndex(@PathVariable(""searchIndexName"") String searchIndexName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_f25171b91cbbc1794394,42949039,error,True,getSearchIndexes,"@RequestMapping(value = SEARCH_INDEXES_URI_PREFIX, method = RequestMethod.GET) @Secured(SecurityFunctions.FN_SEARCH_INDEXES_ALL_GET) public SearchIndexKeys getSearchIndexes()",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_548cfce2c5aa674140fe,42949039,error,True,createBusinessObjectDefinitionDescriptionSuggestion,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_POST) public BusinessObjectDefinitionDescriptionSuggestion createBusinessObjectDefinitionDescriptionSuggestion(
        @RequestBody BusinessObjectDefinitionDescriptionSuggestionCreateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_360466b9e722f9822237,42949039,error,True,deleteBusinessObjectDefinitionDescriptionSuggestion,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}/userIds/{userId}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_DELETE) public BusinessObjectDefinitionDescriptionSuggestion deleteBusinessObjectDefinitionDescriptionSuggestion(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName, @PathVariable(""userId"") String userId)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_fa2808a139121f8ef118,42949039,error,True,getBusinessObjectDefinitionDescriptionSuggestions,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_ALL_GET) public BusinessObjectDefinitionDescriptionSuggestionKeys getBusinessObjectDefinitionDescriptionSuggestions(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_68b149e826fd3e35151e,42949039,error,True,convertStringToInteger,"public static Integer convertStringToInteger(final String stringValue, final Integer defaultValue)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_0162c420bd6e6daa59bf,42949039,error,True,getBusinessObjectDefinitionDescriptionSuggestionByKey,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}/userIds/{userId}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_GET) public BusinessObjectDefinitionDescriptionSuggestion getBusinessObjectDefinitionDescriptionSuggestionByKey(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName, @PathVariable(""userId"") String userId)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_5c5e8705f7f1192cb7e3,42949039,error,True,searchBusinessObjectDefinitionDescriptionSuggestions,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_URI_PREFIX + ""/search"", method = RequestMethod.POST, consumes = { ""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_SEARCH_POST) public BusinessObjectDefinitionDescriptionSuggestionSearchResponse searchBusinessObjectDefinitionDescriptionSuggestions(
        @RequestParam(value = ""fields"", required = false, defaultValue = """") Set<String> fields,
        @RequestBody BusinessObjectDefinitionDescriptionSuggestionSearchRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_a1f971681e8574219b40,42949039,error,True,updateBusinessObjectDefinitionDescriptionSuggestion,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}/userIds/{userId}"", method = RequestMethod.PUT, consumes = { ""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_PUT) public BusinessObjectDefinitionDescriptionSuggestion updateBusinessObjectDefinitionDescriptionSuggestion(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName, @PathVariable(""userId"") String userId,
        @RequestBody BusinessObjectDefinitionDescriptionSuggestionUpdateRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_e17c5351656987c07edf,42949039,error,True,acceptBusinessObjectDefinitionDescriptionSuggestion,"@RequestMapping(value = BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_URI_PREFIX + ""/acceptance"", method = RequestMethod.POST, consumes = { ""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_DEFINITION_DESCRIPTION_SUGGESTIONS_ACCEPTANCE_POST) public BusinessObjectDefinitionDescriptionSuggestion acceptBusinessObjectDefinitionDescriptionSuggestion(
        @RequestBody BusinessObjectDefinitionDescriptionSuggestionAcceptanceRequest request)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_6cfe8399bfde1761c0d3,42949039,error,True,createBusinessObjectFormatExternalInterface,"@RequestMapping(value = BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_URI_PREFIX, method = RequestMethod.POST, consumes = {""application/xml"", ""application/json""}) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_POST) public BusinessObjectFormatExternalInterface createBusinessObjectFormatExternalInterface(
        @RequestBody BusinessObjectFormatExternalInterfaceCreateRequest businessObjectFormatExternalInterfaceCreateRequest)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_3e06524ae6f527619df3,42949039,error,True,deleteBusinessObjectFormatExternalInterface,"@RequestMapping(value = BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}/businessObjectFormatUsages/{businessObjectFormatUsage}"" + ""/businessObjectFormatFileTypes/{businessObjectFormatFileType}/externalInterfaceNames/{externalInterfaceName}"", method = RequestMethod.DELETE) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_DELETE) public BusinessObjectFormatExternalInterface deleteBusinessObjectFormatExternalInterface(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType, @PathVariable(""externalInterfaceName"") String externalInterfaceName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
record,c2t_adf41d06b1bbfe402941,42949039,error,True,getBusinessObjectFormatExternalInterface,"@RequestMapping(value = BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_URI_PREFIX + ""/namespaces/{namespace}/businessObjectDefinitionNames/{businessObjectDefinitionName}/businessObjectFormatUsages/{businessObjectFormatUsage}"" + ""/businessObjectFormatFileTypes/{businessObjectFormatFileType}/externalInterfaceNames/{externalInterfaceName}"", method = RequestMethod.GET) @Secured(SecurityFunctions.FN_BUSINESS_OBJECT_FORMAT_EXTERNAL_INTERFACES_GET) public BusinessObjectFormatExternalInterface getBusinessObjectFormatExternalInterface(@PathVariable(""namespace"") String namespace,
        @PathVariable(""businessObjectDefinitionName"") String businessObjectDefinitionName,
        @PathVariable(""businessObjectFormatUsage"") String businessObjectFormatUsage,
        @PathVariable(""businessObjectFormatFileType"") String businessObjectFormatFileType, @PathVariable(""externalInterfaceName"") String externalInterfaceName)",,,,False,False,,,False,False,,processing_error,,,,,,,,,
